name,description,height,weight,gender,category,abilities,type,weakness
Solosis,They drive away attackers by unleashing psychic power. They can use telepathy to talk with others.,"1' 00""",2.2 lbs,,Cell,Magic Guard,Psychic,"Ghost,Dark,Bug"
Duosion,"When their two divided brains think the same thoughts, their psychic power is maximized.","2' 00""",17.6 lbs,,Mitosis,Magic Guard,Psychic,"Ghost,Dark,Bug"
Reuniclus,"When Reuniclus shake hands, a network forms between their brains, increasing their psychic power.","3' 03""",44.3 lbs,,Multiplying,Magic Guard,Psychic,"Ghost,Dark,Bug"
Ducklett,"They are better at swimming than flying, and they happily eat their favorite food, peat moss, as they dive underwater.","1' 08""",12.1 lbs,,Water Bird,Keen Eye,"Water,Flying","Electric,Rock"
Swanna,Swanna start to dance at dusk. The one dancing in the middle is the leader of the flock.,"4' 03""",53.4 lbs,,White Bird,Keen Eye,"Water,Flying","Electric,Rock"
Vanillite,"When the morning sun hit an icicle, it wished not to melt, and thus Vanillite was born. At night, it buries itself in snow to sleep.","1' 04""",12.6 lbs,,Fresh Snow,Snow Cloak,Ice,"Fire,Steel,Fighting,Rock"
Vanillish,This hearty Pokémon survived the Ice Age. It's incredibly popular in very hot regions.,"3' 07""",90.4 lbs,,Icy Snow,Snow Cloak,Ice,"Fire,Steel,Fighting,Rock"
Vanilluxe,"Vanilluxe is born when two Vanillish, half-melted by the day's light, stick to each other and freeze together in the cold return of night.","4' 03""",126.8 lbs,,Snowstorm,Ice Body,Ice,"Fire,Steel,Fighting,Rock"
Deerling,The turning of the seasons changes the color and scent of this Pokémon's fur. People use it to mark the seasons.,"2' 00""",43.0 lbs,,Season,Chlorophyll,"Normal,Grass","Fire,Flying,Fighting,Ice,Poison,Bug"
Sawsbuck,"They migrate according to the seasons, so some people call Sawsbuck the harbingers of spring.","6' 03""",203.9 lbs,,Season,Chlorophyll,"Normal,Grass","Fire,Flying,Fighting,Ice,Poison,Bug"
Emolga,"As it flies, it scatters electricity around, so bird Pokémon keep their distance. That's why Emolga can keep all its food to itself.","1' 04""",11.0 lbs,,Sky Squirrel,Static,"Electric,Flying","Ice,Rock"
Karrablast,For some reason they evolve when they receive electrical energy while they are attacking Shelmet.,"1' 08""",13.0 lbs,,Clamping,Shed Skin,Bug,"Fire,Flying,Rock"
Escavalier,These Pokémon evolve by wearing the shell covering of a Shelmet. The steel armor protects their whole body.,"3' 03""",72.8 lbs,,Cavalry,Swarm,"Bug,Steel",Fire
Foongus,"It lures Pokémon with its pattern that looks just like a Poké Ball, then releases poison spores.","0' 08""",2.2 lbs,,Mushroom,Effect Spore,"Grass,Poison","Fire,Psychic,Flying,Ice"
Amoonguss,"It lures prey close by dancing and waving its arm caps, which resemble Poké Balls, in a swaying motion.","2' 00""",23.1 lbs,,Mushroom,Effect Spore,"Grass,Poison","Fire,Psychic,Flying,Ice"
Frillish,"Using the invisible poison spikes on its veillike arms and legs, it paralyzes its enemies and causes them to drown.","3' 11""",72.8 lbs,,Floating,Water Absorb,"Water,Ghost","Ghost,Dark,Grass,Electric"
Jellicent,Fishermen are terrified of Jellicent. It's rumored to drag them into the sea and steal their lives away.,"7' 03""",297.6 lbs,,Floating,Water Absorb,"Water,Ghost","Ghost,Dark,Grass,Electric"
Alomomola,The reason it helps Pokémon in a weakened condition is that any Pokémon coming after them may also attack Alomomola.,"3' 11""",69.7 lbs,,Caring,Hydration,Water,"Grass,Electric"
Joltik,"They attach themselves to large-bodied Pokémon and absorb static electricity, which they store in an electric pouch.","0' 04""",1.3 lbs,,Attaching,Compound Eyes,"Bug,Electric","Fire,Rock"
Galvantula,"When attacked, they create an electric barrier by spitting out many electrically charged threads.","2' 07""",31.5 lbs,,EleSpider,Compound Eyes,"Bug,Electric","Fire,Rock"
Ferroseed,It absorbs the iron it finds in the rock while clinging to the ceiling. It shoots spikes when in danger.,"2' 00""",41.4 lbs,,Thorn Seed,Iron Barbs,"Grass,Steel","Fire,Fighting"
Ferrothorn,"They attach themselves to cave ceilings, firing steel spikes at targets passing beneath them.","3' 03""",242.5 lbs,,Thorn Pod,Iron Barbs,"Grass,Steel","Fire,Fighting"
Klink,The two minigears that mesh together are predetermined. Each will rebound from other minigears without meshing.,"1' 00""",46.3 lbs,"
    Unknown
                ",Gear,Plus,Steel,"Fire,Fighting,Ground"
Klang,"A minigear and big gear comprise its body. If the minigear it launches at a foe doesn't return, it will die.","2' 00""",112.4 lbs,"
    Unknown
                ",Gear,Plus,Steel,"Fire,Fighting,Ground"
Klinklang,Its red core functions as an energy tank. It fires the charged energy through its spikes into an area.,"2' 00""",178.6 lbs,"
    Unknown
                ",Gear,Plus,Steel,"Fire,Fighting,Ground"
Tynamo,"One alone can emit only a trickle of electricity, so a group of them gathers to unleash a powerful electric shock.","0' 08""",0.7 lbs,,EleFish,Levitate,Electric,Ground
Eelektrik,"These Pokémon have a big appetite. When they spot their prey, they attack it and paralyze it with electricity.","3' 11""",48.5 lbs,,EleFish,Levitate,Electric,Ground
Eelektross,They crawl out of the ocean using their arms. They will attack prey on shore and immediately drag it into the ocean.,"6' 11""",177.5 lbs,,EleFish,Levitate,Electric,Ground
Elgyem,This Pokémon is shrouded in mystery. It's said to have appeared from a UFO that fell from the sky about 50 years ago.,"1' 08""",19.8 lbs,,Cerebral,Synchronize,Psychic,"Ghost,Dark,Bug"
Beheeyem,"It has strong psychic powers. Using its fingers that flash three different colors, it controls its opponents and rewrites their memories.","3' 03""",76.1 lbs,,Cerebral,Synchronize,Psychic,"Ghost,Dark,Bug"
Litwick,"Litwick shines a light that absorbs the life energy of people and Pokémon, which becomes the fuel that it burns.","1' 00""",6.8 lbs,,Candle,Flash Fire,"Ghost,Fire","Ghost,Dark,Ground,Water,Rock"
Lampent,It arrives near the moment of death and steals spirit from the body.,"2' 00""",28.7 lbs,,Lamp,Flash Fire,"Ghost,Fire","Ghost,Dark,Ground,Water,Rock"
Chandelure,The spirits burned up in its ominous flame lose their way and wander this world forever.,"3' 03""",75.6 lbs,,Luring,Flash Fire,"Ghost,Fire","Ghost,Dark,Ground,Water,Rock"
Axew,"They mark their territory by leaving gashes in trees with their tusks. If a tusk breaks, a new one grows in quickly.","2' 00""",39.7 lbs,,Tusk,Rivalry,Dragon,"Fairy,Ice,Dragon"
Fraxure,"A broken tusk will not grow back, so it diligently sharpens its tusks on river rocks after the end of a battle.","3' 03""",79.4 lbs,,Axe Jaw,Rivalry,Dragon,"Fairy,Ice,Dragon"
Haxorus,Their sturdy tusks will stay sharp even if used to cut steel beams. These Pokémon are covered in hard armor.,"5' 11""",232.6 lbs,,Axe Jaw,Rivalry,Dragon,"Fairy,Ice,Dragon"
Cubchoo,"Their snot is a barometer of health. When healthy, their snot is sticky and the power of their ice moves increases.","1' 08""",18.7 lbs,,Chill,Snow Cloak,Ice,"Fire,Steel,Fighting,Rock"
Beartic,It freezes its breath to create fangs and claws of ice to fight with. Cold northern areas are its habitat.,"8' 06""",573.2 lbs,,Freezing,Snow Cloak,Ice,"Fire,Steel,Fighting,Rock"
Cryogonal,"They are composed of ice crystals. They capture prey with chains of ice, freezing the prey at -148 degrees Fahrenheit.","3' 07""",326.3 lbs,"
    Unknown
                ",Crystallizing,Levitate,Ice,"Fire,Steel,Fighting,Rock"
Shelmet,It evolves when bathed in an electric-like energy along with Karrablast. The reason is still unknown.,"1' 04""",17.0 lbs,,Snail,Hydration,Bug,"Fire,Flying,Rock"
Accelgor,"When its body dries out, it weakens. So, to prevent dehydration, it wraps itself in many layers of thin membrane.","2' 07""",55.8 lbs,,Shell Out,Hydration,Bug,"Fire,Flying,Rock"
Stunfisk,"It conceals itself in the mud of the seashore. Then it waits. When prey touch it, it delivers a jolt of electricity.","2' 04""",24.3 lbs,,Trap,Static,"Ground,Electric","Water,Grass,Ice,Ground"
Mienfoo,They seclude themselves in the mountains and devote themselves to training. The form of their kicks and chops differs from pack to pack.,"2' 11""",44.1 lbs,,Martial Arts,Inner Focus,Fighting,"Psychic,Flying,Fairy"
Mienshao,"When Mienshao lets out a bizarre wail, you're in danger. A flurry of kicks and chops too fast to see is about to be unleashed!","4' 07""",78.3 lbs,,Martial Arts,Inner Focus,Fighting,"Psychic,Flying,Fairy"
Druddigon,It infiltrates tunnels that Pokémon like Diglett and Dugtrio have dug and quietly waits for prey to pass through.,"5' 03""",306.4 lbs,,Cave,Rough Skin,Dragon,"Fairy,Ice,Dragon"
Golett,"Although ancient people apparently built it by working with clay, the source of its energy is unclear.","3' 03""",202.8 lbs,"
    Unknown
                ",Automaton,Iron Fist,"Ground,Ghost","Water,Ghost,Grass,Dark,Ice"
Golurk,"When the seal on its chest is removed, it rages indiscriminately, turning the whole town around it into a mountain of rubble.","9' 02""",727.5 lbs,"
    Unknown
                ",Automaton,Iron Fist,"Ground,Ghost","Water,Ghost,Grass,Dark,Ice"
Pawniard,"It follows Bisharp's orders to a tee when it attacks enemies. After slashing an opponent, Pawniard clangs both of its blades together.","1' 08""",22.5 lbs,,Sharp Blade,Inner Focus,"Dark,Steel","Fire,Fighting,Ground"
Bisharp,It leads a group of Pawniard. Bisharp doesn't even change its expression when it deals the finishing blow to an opponent.,"5' 03""",154.3 lbs,,Sword Blade,Inner Focus,"Dark,Steel","Fire,Fighting,Ground"
Bouffalant,"Their fluffy fur absorbs damage, even if they strike foes with a fierce headbutt.","5' 03""",208.6 lbs,,Bash Buffalo,Reckless,Normal,Fighting
Rufflet,"Known as a natural-born warrior, soon after its hatching, it will challenge its parent to a fight in order to gain their acceptance.","1' 08""",23.1 lbs,,Eaglet,Keen Eye,"Normal,Flying","Electric,Ice,Rock"
Braviary,"Known as ""the hero of the skies,"" this Pokémon is so proud and so brave that it will never retreat, even when it's injured.","4' 11""",90.4 lbs,,Valiant,Keen Eye,"Normal,Flying","Electric,Ice,Rock"
Vullaby,Its healthy appetite leads to visible growth spurts. It often has to replace the bones it wears as its size increases.,"1' 08""",19.8 lbs,,Diapered,Big Pecks,"Dark,Flying","Fairy,Electric,Ice,Rock"
Mandibuzz,"It's always searching for food for Vullaby. When it finds a weak Pokémon, Mandibuzz swoops it right off to its nest.","3' 11""",87.1 lbs,,Bone Vulture,Big Pecks,"Dark,Flying","Fairy,Electric,Ice,Rock"
Heatmor,"It draws in air through its tail, transforms it into fire, and uses it like a tongue. It melts Durant and eats them.","4' 07""",127.9 lbs,,Anteater,Flash Fire,Fire,"Water,Ground,Rock"
Durant,"They attack in groups, covering themselves in steel armor to protect themselves from Heatmor.","1' 00""",72.8 lbs,,Iron Ant,Swarm,"Bug,Steel",Fire
Deino,"Lacking sight, it's unaware of its surroundings, so it bumps into things and eats anything that moves.","2' 07""",38.1 lbs,,Irate,Hustle,"Dark,Dragon","Fairy,Fighting,Bug,Ice,Dragon"
Zweilous,"After it has eaten up all the food in its territory, it moves to another area. Its two heads do not get along.","4' 07""",110.2 lbs,,Hostile,Hustle,"Dark,Dragon","Fairy,Fighting,Bug,Ice,Dragon"
Hydreigon,"It responds to movement by attacking. This scary, three-headed Pokémon devours everything in its path!","5' 11""",352.7 lbs,,Brutal,Levitate,"Dark,Dragon","Fairy,Fighting,Bug,Ice,Dragon"
Larvesta,"It protects itself with flame. Long years ago, people believed Larvesta had a nest on the sun.","3' 07""",63.5 lbs,,Torch,Flame Body,"Bug,Fire","Water,Flying,Rock"
Volcarona,"According to legends, it was hatched from a flaming cocoon to save people and Pokémon that were suffering from the cold.","5' 03""",101.4 lbs,,Sun,Flame Body,"Bug,Fire","Water,Flying,Rock"
Cobalion,It has a body and heart of steel. It worked with its allies to punish people when they hurt Pokémon.,"6' 11""",551.2 lbs,"
    Unknown
                ",Iron Will,Justified,"Steel,Fighting","Fire,Fighting,Ground"
Terrakion,"Spoken of in legend, this Pokémon used its phenomenal power to destroy a castle in its effort to protect Pokémon.","6' 03""",573.2 lbs,"
    Unknown
                ",Cavern,Justified,"Rock,Fighting","Steel,Psychic,Fighting,Water,Fairy,Grass,Ground"
Virizion,Legends say this Pokémon confounded opponents with its swift movements.,"6' 07""",440.9 lbs,"
    Unknown
                ",Grassland,Justified,"Grass,Fighting","Fire,Psychic,Flying,Ice,Poison,Fairy"
Tornadus,"Tornadus expels massive energy from its tail, causing severe storms. Its power is great enough to blow houses away.","4' 11""",138.9 lbs,,Cyclone,Prankster,Flying,"Electric,Ice,Rock"
Thundurus,"As it flies around, it shoots lightning all over the place and causes forest fires. It is therefore disliked.","4' 11""",134.5 lbs,,Bolt Strike,Prankster,"Electric,Flying","Ice,Rock"
Reshiram,"When Reshiram's tail flares, the heat energy moves the atmosphere and changes the world's weather.","10' 06""",727.5 lbs,"
    Unknown
                ",Vast White,Turboblaze,"Dragon,Fire","Ground,Rock,Dragon"
Zekrom,"Concealing itself in lightning clouds, it flies throughout the Unova region. It creates electricity in its tail.","9' 06""",760.6 lbs,"
    Unknown
                ",Deep Black,Teravolt,"Dragon,Electric","Fairy,Dragon,Ice,Ground"
Landorus,"From the forces of lightning and wind, it creates energy to give nutrients to the soil and make the land abundant.","4' 11""",149.9 lbs,,Abundance,Sand Force,"Ground,Flying","Water,Ice"
Kyurem,"It generates a powerful, freezing energy inside itself, but its body became frozen when the energy leaked out.","9' 10""",716.5 lbs,"
    Unknown
                ",Boundary,Pressure,"Dragon,Ice","Steel,Fairy,Rock,Fighting,Dragon"
Keldeo,"When it is resolute, its body fills with power and it becomes swifter. Its jumps are then too fast to follow.","4' 07""",106.9 lbs,"
    Unknown
                ",Colt,Justified,"Water,Fighting","Fairy,Grass,Flying,Psychic,Electric"
Meloetta,Its melodies are sung with a special vocalization method that can control the feelings of those who hear it.,"2' 00""",14.3 lbs,"
    Unknown
                ",Melody,Serene Grace,"Normal,Psychic","Dark,Bug"
Genesect,This Pokémon existed 300 million years ago. Team Plasma altered it and attached a cannon to its back.,"4' 11""",181.9 lbs,"
    Unknown
                ",Paleozoic,Download,"Bug,Steel",Fire
Chespin,Such a thick shell of wood covers its head and back that even a direct hit from a truck wouldn't faze it.,"1' 04""",19.8 lbs,,Spiny Nut,Overgrow,Grass,"Fire,Flying,Ice,Poison,Bug"
Quilladin,They strengthen their lower bodies by running into one another. They are very kind and won't start fights.,"2' 04""",63.9 lbs,,Spiny Armor,Overgrow,Grass,"Fire,Flying,Ice,Poison,Bug"
Chesnaught,"When it takes a defensive posture with its fists guarding its face, it could withstand a bomb blast.","5' 03""",198.4 lbs,,Spiny Armor,Overgrow,"Grass,Fighting","Fire,Psychic,Flying,Ice,Poison,Fairy"
Fennekin,"As it walks, it munches on a twig in place of a snack. It intimidates opponents by puffing hot air out of its ears.","1' 04""",20.7 lbs,,Fox,Blaze,Fire,"Water,Ground,Rock"
Braixen,"When the twig is plucked from its tail, friction sets the twig alight. The flame is used to send signals to its allies.","3' 03""",32.0 lbs,,Fox,Blaze,Fire,"Water,Ground,Rock"
Delphox,"Using psychic power, it generates a fiery vortex of 5,400 degrees Fahrenheit, incinerating foes swept into this whirl of flame.","4' 11""",86.0 lbs,,Fox,Blaze,"Fire,Psychic","Ghost,Dark,Ground,Water,Rock"
